location,año,total_vaccinations_per_hundred
United States,2022,166.67
United States,2022,166.73
United States,2022,166.88
United States,2022,167.03
United States,2022,167.19
United States,2022,167.34
United States,2022,167.53
United States,2022,167.64
United States,2022,167.68
United States,2022,167.79
United States,2022,167.91
United States,2022,168.04
United States,2022,168.16
United States,2022,168.32
United States,2022,168.41
United States,2022,168.45
United States,2022,168.55
United States,2022,168.66
United States,2022,168.76
United States,2022,168.86
United States,2022,168.98
United States,2022,169.06
United States,2022,169.1
United States,2022,169.19
United States,2022,169.28
United States,2022,169.36
United States,2022,169.43
United States,2022,169.53
United States,2022,169.59
United States,2022,169.61
United States,2022,169.68
United States,2022,169.74
United States,2022,169.81
United States,2022,169.88
United States,2022,169.95
United States,2022,170.0
United States,2022,170.02
United States,2022,170.08
United States,2022,170.14
United States,2022,170.21
United States,2022,170.27
United States,2022,170.34
United States,2022,170.39
United States,2022,170.41
United States,2022,170.47
United States,2022,170.53
United States,2022,170.58
United States,2022,170.64
United States,2022,170.71
United States,2022,170.75
United States,2022,170.77
United States,2022,170.82
United States,2022,170.88
United States,2022,171.01
United States,2022,171.17
United States,2022,171.37
United States,2022,171.48
United States,2022,171.54
United States,2022,171.71
United States,2022,171.88
United States,2022,172.06
United States,2022,172.23
United States,2022,172.44
United States,2022,172.54
United States,2022,172.6
United States,2022,172.78
United States,2022,172.96
United States,2022,173.14
United States,2022,173.32
United States,2022,173.49
United States,2022,173.57
United States,2022,173.59
United States,2022,173.75
United States,2022,173.91
United States,2022,174.07
United States,2022,174.23
United States,2022,174.38
United States,2022,174.46
United States,2022,174.5
United States,2022,174.63
United States,2022,174.77
United States,2022,174.91
United States,2022,175.06
United States,2022,175.21
United States,2022,175.29
United States,2022,175.33
United States,2022,175.45
United States,2022,175.58
United States,2022,175.7
United States,2022,175.83
United States,2022,175.97
United States,2022,176.03
United States,2022,176.06
United States,2022,176.17
United States,2022,176.3
United States,2022,176.43
United States,2022,176.56
United States,2022,176.71
United States,2022,176.78
United States,2022,176.82
United States,2022,176.94
United States,2022,177.06
United States,2022,177.19
United States,2022,177.32
United States,2022,177.48
United States,2022,177.56
United States,2022,177.61
United States,2022,177.74
United States,2022,177.87
United States,2022,178.0
United States,2022,178.12
United States,2022,178.25
United States,2022,178.32
United States,2022,178.35
United States,2022,178.36
United States,2022,178.47
United States,2022,178.59
United States,2022,178.7
United States,2022,178.82
United States,2022,178.88
United States,2022,178.91
United States,2022,179.01
United States,2022,179.1
United States,2022,179.2
United States,2022,179.3
United States,2022,179.4
United States,2022,179.45
United States,2022,179.48
United States,2022,179.56
United States,2022,179.64
United States,2022,179.73
United States,2022,179.81
United States,2022,179.9
United States,2022,179.94
United States,2022,179.96
United States,2022,180.03
United States,2022,180.12
United States,2022,180.2
United States,2022,180.29
United States,2022,180.38
United States,2022,180.43
United States,2022,180.46
United States,2022,180.53
United States,2022,180.61
United States,2022,180.7
United States,2022,180.78
United States,2022,180.87
United States,2022,180.9
United States,2022,180.92
United States,2022,180.92
United States,2022,181.0
United States,2022,181.08
United States,2022,181.16
United States,2022,181.25
United States,2022,181.3
United States,2022,181.32
United States,2022,181.4
United States,2022,181.5
United States,2022,181.6
United States,2022,181.71
United States,2022,181.84
United States,2022,181.9
United States,2022,181.94
United States,2022,182.05
United States,2022,182.15
United States,2022,182.26
United States,2022,182.37
United States,2022,182.49
United States,2022,182.56
United States,2022,182.59
United States,2022,182.68
United States,2022,182.78
United States,2022,182.87
United States,2022,182.96
United States,2022,183.06
United States,2022,183.1
United States,2022,183.12
United States,2022,183.2
United States,2022,183.28
United States,2022,183.35
United States,2022,183.43
United States,2022,183.51
United States,2022,183.55
United States,2022,183.56
United States,2022,183.63
United States,2022,183.7
United States,2022,183.76
United States,2022,183.83
United States,2022,183.9
United States,2022,183.93
United States,2022,183.95
United States,2022,184.01
United States,2022,184.07
United States,2022,184.13
United States,2022,184.19
United States,2022,184.26
United States,2022,184.28
United States,2022,184.3
United States,2022,184.35
United States,2022,184.4
United States,2022,184.45
United States,2022,184.5
United States,2022,184.56
United States,2022,184.58
United States,2022,184.59
United States,2022,184.64
United States,2022,184.68
United States,2022,184.72
United States,2022,184.75
United States,2022,184.78
United States,2022,184.79
United States,2022,184.81
United States,2022,184.81
United States,2022,184.87
United States,2022,184.99
United States,2022,185.12
United States,2022,185.29
United States,2022,185.38
United States,2022,185.44
United States,2022,185.61
United States,2022,185.77
United States,2022,185.95
United States,2022,186.12
United States,2022,186.33
United States,2022,186.44
United States,2022,186.5
United States,2022,186.68
United States,2022,186.87
United States,2022,187.08
United States,2022,187.28
United States,2022,187.53
United States,2022,187.64
United States,2022,187.71
United States,2022,187.93
United States,2022,188.14
United States,2022,188.36
United States,2022,188.58
United States,2022,188.83
United States,2022,188.94
United States,2022,189.0
United States,2022,189.22
United States,2022,189.44
United States,2022,189.68
United States,2022,189.92
United States,2022,190.18
United States,2022,190.3
United States,2022,190.37
United States,2022,190.59
United States,2022,190.82
United States,2022,191.07
United States,2022,191.31
United States,2022,191.58
United States,2022,191.69
United States,2022,191.76
United States,2022,191.99
United States,2022,192.22
United States,2022,192.46
United States,2022,192.69
United States,2022,192.95
United States,2022,193.06
United States,2022,193.13
United States,2022,193.35
United States,2022,193.58
United States,2022,193.84
United States,2022,194.08
United States,2022,194.34
United States,2022,194.45
United States,2022,194.51
United States,2022,194.69
United States,2022,194.88
United States,2022,195.08
United States,2022,195.27
United States,2022,195.5
United States,2022,195.6
United States,2022,195.66
United States,2022,195.83
United States,2022,196.0
United States,2022,196.17
United States,2022,196.34
United States,2022,196.52
United States,2022,196.61
United States,2022,196.65
United States,2022,196.81
United States,2022,196.97
United States,2022,197.13
United States,2022,197.28
United States,2022,197.45
United States,2022,197.53
United States,2022,197.58
United States,2022,197.71
United States,2022,197.84
United States,2022,197.95
United States,2022,197.95
United States,2022,198.03
United States,2022,198.08
United States,2022,198.12
United States,2022,198.22
United States,2022,198.32
United States,2022,198.46
United States,2022,198.57
United States,2022,198.7
United States,2022,198.77
United States,2022,198.8
United States,2022,198.91
United States,2022,199.02
United States,2022,199.13
United States,2022,199.24
United States,2022,199.37
United States,2022,199.44
United States,2022,199.47
United States,2022,199.58
United States,2022,199.7
United States,2022,199.8
United States,2022,199.9
United States,2022,200.01
United States,2022,200.07
United States,2022,200.11
United States,2022,200.21
United States,2022,200.3
United States,2022,200.39
United States,2022,200.46
United States,2022,200.51
United States,2022,200.52
United States,2022,200.52
United States,2022,200.55
United States,2022,200.63
United States,2022,200.71
United States,2022,200.79
United States,2022,200.86
United States,2022,200.88
United States,2023,200.89
United States,2023,200.92
United States,2023,200.99
United States,2023,201.06
United States,2023,201.13
United States,2023,201.21
United States,2023,201.25
United States,2023,201.27
United States,2023,201.33
United States,2023,201.39
United States,2023,201.45
United States,2023,201.51
United States,2023,201.58
United States,2023,201.61
United States,2023,201.63
United States,2023,201.66
United States,2023,201.71
United States,2023,201.75
United States,2023,201.79
United States,2023,201.84
United States,2023,201.86
United States,2023,201.87
United States,2023,201.9
United States,2023,201.94
United States,2023,201.98
United States,2023,202.01
United States,2023,202.05
United States,2023,202.07
United States,2023,202.08
United States,2023,202.11
United States,2023,202.14
United States,2023,202.17
United States,2023,202.2
United States,2023,202.23
United States,2023,202.24
United States,2023,202.25
United States,2023,202.28
United States,2023,202.31
United States,2023,202.34
United States,2023,202.36
United States,2023,202.39
United States,2023,202.41
United States,2023,202.41
United States,2023,202.44
United States,2023,202.46
United States,2023,202.48
United States,2023,202.51
United States,2023,202.54
United States,2023,202.55
United States,2023,202.55
United States,2023,202.57
United States,2023,202.59
United States,2023,202.61
United States,2023,202.64
United States,2023,202.66
United States,2023,202.67
United States,2023,202.67
United States,2023,202.7
United States,2023,202.72
United States,2023,202.74
United States,2023,202.76
United States,2023,202.78
United States,2023,202.79
United States,2023,202.8
United States,2023,202.82
United States,2023,202.84
United States,2023,202.86
United States,2023,202.88
United States,2023,202.9
United States,2023,202.91
United States,2023,202.91
United States,2023,202.93
United States,2023,202.95
United States,2023,202.97
United States,2023,202.99
United States,2023,203.01
United States,2023,203.02
United States,2023,203.02
United States,2023,203.04
United States,2023,203.06
United States,2023,203.07
United States,2023,203.09
United States,2023,203.11
United States,2023,203.12
United States,2023,203.12
United States,2023,203.14
United States,2023,203.16
United States,2023,203.18
United States,2023,203.19
United States,2023,203.21
United States,2023,203.22
United States,2023,203.22
United States,2023,203.24
United States,2023,203.25
United States,2023,203.27
United States,2023,203.28
United States,2023,203.3
United States,2023,203.3
United States,2023,203.3
United States,2023,203.32
United States,2023,203.33
United States,2023,203.35
United States,2023,203.36
United States,2023,203.38
United States,2023,203.38
United States,2023,203.39
United States,2023,203.4
United States,2023,203.41
United States,2023,203.43
United States,2023,203.44
United States,2023,203.47
United States,2023,203.48
United States,2023,203.49
United States,2023,203.51
United States,2023,203.54
United States,2023,203.57
United States,2023,203.59
United States,2023,203.62
United States,2023,203.63
United States,2023,203.64
United States,2023,203.67
United States,2023,203.7
United States,2023,203.73
United States,2023,203.76
United States,2023,203.79
United States,2023,203.8
United States,2023,203.81
United States,2023,203.82
United States,2023,203.83
